Brand,SOC,NEC,Reaction,Total,Fatal,rnk
Pfizer,Vascular disorders,Blood pressure disorders NEC,Blood pressure fluctuation,3,0,22
Pfizer,Vascular disorders,Blood pressure disorders NEC,Labile blood pressure,2,0,26
Pfizer,Vascular disorders,Circulatory collapse and shock,CT hypotension complex,2,0,25
Pfizer,Vascular disorders,Circulatory collapse and shock,Circulatory collapse,27,0,8
Pfizer,Vascular disorders,Circulatory collapse and shock,Neurogenic shock,13,0,11
Pfizer,Vascular disorders,Circulatory collapse and shock,Peripheral circulatory failure,2,0,31
Pfizer,Vascular disorders,Circulatory collapse and shock,Shock,3,0,23
Pfizer,Vascular disorders,Haemorrhages NEC,Haematoma,10,0,14
Pfizer,Vascular disorders,Haemorrhages NEC,Haemorrhage,22,1,9
Pfizer,Vascular disorders,Haemorrhages NEC,Venous haemorrhage,1,0,46
Pfizer,Vascular disorders,Lymphangiopathies,Lymphocele,1,0,42
Pfizer,Vascular disorders,Lymphoedemas,Lymphoedema,40,0,7
Pfizer,Vascular disorders,Non-site specific embolism and thrombosis,Thrombosis,10,0,13
Pfizer,Vascular disorders,Non-site specific embolism and thrombosis,Venous thrombosis,1,0,44
Pfizer,Vascular disorders,Non-site specific necrosis and vascular insufficiency NEC,Haemorrhagic infarction,1,0,40
Pfizer,Vascular disorders,Non-site specific necrosis and vascular insufficiency NEC,Vasospasm,1,0,43
Pfizer,Vascular disorders,Non-site specific vascular disorders NEC,Superficial vein prominence,1,0,48
Pfizer,Vascular disorders,Non-site specific vascular disorders NEC,Vascular pain,2,0,27
Pfizer,Vascular disorders,Non-site specific vascular disorders NEC,Vasodilatation,5,0,18
Pfizer,Vascular disorders,Non-site specific vascular disorders NEC,Vein discolouration,1,0,33
Pfizer,Vascular disorders,Non-site specific vascular disorders NEC,Vein disorder,2,0,28
Pfizer,Vascular disorders,Non-site specific vascular disorders NEC,Vein rupture,2,0,29
Pfizer,Vascular disorders,Peripheral embolism and thrombosis,Blue toe syndrome,4,0,19
Pfizer,Vascular disorders,Peripheral embolism and thrombosis,Deep vein thrombosis,8,0,16
Pfizer,Vascular disorders,Peripheral embolism and thrombosis,Thrombophlebitis,4,0,21
Pfizer,Vascular disorders,Peripheral vascular disorders NEC,Cyanosis,14,0,10
Pfizer,Vascular disorders,Peripheral vascular disorders NEC,Flushing,190,0,2
Pfizer,Vascular disorders,Peripheral vascular disorders NEC,Hot flush,305,0,1
Pfizer,Vascular disorders,"Peripheral vasoconstriction, necrosis and vascular insufficiency",Peripheral coldness,77,0,5
Pfizer,Vascular disorders,"Peripheral vasoconstriction, necrosis and vascular insufficiency",Peripheral ischaemia,3,0,24
Pfizer,Vascular disorders,"Peripheral vasoconstriction, necrosis and vascular insufficiency",Poor peripheral circulation,1,0,37
Pfizer,Vascular disorders,"Peripheral vasoconstriction, necrosis and vascular insufficiency",Raynaud's phenomenon,12,0,12
Pfizer,Vascular disorders,"Peripheral vasoconstriction, necrosis and vascular insufficiency",Vasoconstriction,1,0,49
Pfizer,Vascular disorders,Phlebitis NEC,Phlebitis,4,0,20
Pfizer,Vascular disorders,Site specific vascular disorders NEC,Pallor,69,0,6
Pfizer,Vascular disorders,Vascular hypertensive disorders NEC,Diastolic hypertension,1,0,45
Pfizer,Vascular disorders,Vascular hypertensive disorders NEC,Essential hypertension,1,0,36
Pfizer,Vascular disorders,Vascular hypertensive disorders NEC,Hypertension,150,0,3
Pfizer,Vascular disorders,Vascular hypertensive disorders NEC,Systolic hypertension,1,0,35
Pfizer,Vascular disorders,Vascular hypotensive disorders,Hypotension,99,0,4
Pfizer,Vascular disorders,Vascular hypotensive disorders,Orthostatic hypotension,7,0,17
Pfizer,Vascular disorders,Vasculitides NEC,Behcet's syndrome,1,0,34
Pfizer,Vascular disorders,Vasculitides NEC,Vasculitis,8,0,15
Pfizer,Vascular disorders,Vena caval embolism and thrombosis,Vena cava embolism,1,0,47
Pfizer,Vascular disorders,Vena caval embolism and thrombosis,Vena cava thrombosis,1,0,38
AstraZ,Blood disorders,Anaemias NEC,Anaemia,4,0,8
AstraZ,Blood disorders,Anaemias haemolytic NEC,Haemolytic anaemia,2,0,13
AstraZ,Blood disorders,Anaemias haemolytic immune,Autoimmune haemolytic anaemia,1,0,26
AstraZ,Blood disorders,Bleeding tendencies,Increased tendency to bruise,3,0,11
AstraZ,Blood disorders,Coagulopathies,Coagulopathy,2,0,16
AstraZ,Blood disorders,Eosinophilic disorders,Eosinophilia,4,0,7
AstraZ,Blood disorders,Haematological disorders,Bone marrow oedema,1,0,18
AstraZ,Blood disorders,Haematological disorders,Mast cell activation syndrome,1,0,20
AstraZ,Blood disorders,Haematological disorders,Mastocytosis,1,0,17
AstraZ,Blood disorders,Haematological disorders,Methaemoglobinaemia,1,0,22
AstraZ,Blood disorders,Haemolyses NEC,Haemolysis,2,0,14
AstraZ,Blood disorders,Leukocytoses NEC,Lymphocytosis,1,0,28
AstraZ,Blood disorders,Leukopenias NEC,Leukopenia,3,0,9
AstraZ,Blood disorders,Leukopenias NEC,Lymphopenia,3,0,10
AstraZ,Blood disorders,Lymphatic system disorders NEC,Lymph node pain,93,0,2
AstraZ,Blood disorders,Lymphatic system disorders NEC,Lymphadenitis,10,0,6
AstraZ,Blood disorders,Lymphatic system disorders NEC,Lymphadenopathy,904,0,1
AstraZ,Blood disorders,Lymphatic system disorders NEC,Lymphatic disorder,1,0,25
AstraZ,Blood disorders,Marrow depression and hypoplastic anaemias,Pancytopenia,3,0,12
AstraZ,Blood disorders,Neutropenias,Neutropenia,17,0,4
AstraZ,Blood disorders,Sickle cell trait and disorders,Sickle cell anaemia with crisis,2,0,15
AstraZ,Blood disorders,Spleen disorders,Spleen disorder,1,0,19
AstraZ,Blood disorders,Spleen disorders,Splenic infarction,1,0,21
AstraZ,Blood disorders,Spleen disorders,Splenomegaly,1,0,27
AstraZ,Blood disorders,Thrombocytopenias,Immune thrombocytopenia,22,1,3
AstraZ,Blood disorders,Thrombocytopenias,Thrombocytopenia,12,0,5
AstraZ,Blood disorders,Thrombocytopenias,Thrombocytopenic purpura,1,0,23
AstraZ,Blood disorders,White blood cell abnormal findings NEC,White blood cell disorder,1,0,24
AstraZ,Cardiac disorders,Aortic valvular disorders,Aortic valve stenosis,1,0,33
AstraZ,Cardiac disorders,Cardiac conduction disorders,Atrioventricular block,2,0,28
AstraZ,Cardiac disorders,Cardiac conduction disorders,Long QT syndrome,1,0,43
AstraZ,Cardiac disorders,Cardiac disorders NEC,Acute cardiac event,2,1,27
AstraZ,Cardiac disorders,Cardiac disorders NEC,Cardiac disorder,4,0,17
AstraZ,Cardiac disorders,Cardiac disorders NEC,Cardiovascular disorder,1,0,48
AstraZ,Cardiac disorders,Cardiac disorders NEC,Cardiovascular insufficiency,3,0,22
AstraZ,Cardiac disorders,Cardiac signs and symptoms NEC,Cardiac discomfort,1,0,34
AstraZ,Cardiac disorders,Cardiac signs and symptoms NEC,Palpitations,1130,0,1
AstraZ,Cardiac disorders,Cardiac valve disorders NEC,Cardiac valve disease,1,1,39
AstraZ,Cardiac disorders,Cardiomyopathies,Cardiomyopathy,1,0,31
AstraZ,Cardiac disorders,Cardiomyopathies,Congestive cardiomyopathy,3,0,25
AstraZ,Cardiac disorders,Heart failures NEC,Cardiac failure,6,3,14
AstraZ,Cardiac disorders,Heart failures NEC,Cardiac failure acute,1,0,45
AstraZ,Cardiac disorders,Heart failures NEC,Cardiogenic shock,1,1,38
AstraZ,Cardiac disorders,Heart failures NEC,Cardiopulmonary failure,1,1,36
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Acute myocardial infarction,5,2,16
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Angina pectoris,25,0,8
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Angina unstable,3,0,26
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Microvascular coronary artery disease,2,0,29
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Myocardial infarction,25,12,7
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Myocardial ischaemia,6,3,13
AstraZ,Cardiac disorders,Ischaemic coronary artery disorders,Prinzmetal angina,1,0,41
AstraZ,Cardiac disorders,Left ventricular failures,Left ventricular failure,1,1,35
AstraZ,Cardiac disorders,Mitral valvular disorders,Mitral valve incompetence,1,0,32
AstraZ,Cardiac disorders,Myocardial disorders NEC,Cardiomegaly,1,0,30
AstraZ,Cardiac disorders,Myocardial disorders NEC,Left ventricular dysfunction,1,0,37
AstraZ,Cardiac disorders,Noninfectious myocarditis,Myocarditis,1,0,42
AstraZ,Cardiac disorders,Noninfectious pericarditis,Pericarditis,4,0,20
AstraZ,Cardiac disorders,Pericardial disorders NEC,Pericardial effusion,3,0,23
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Arrhythmia,30,0,5
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Bradycardia,21,0,9
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Cardiac flutter,30,0,6
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Extrasystoles,15,0,11
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Postural orthostatic tachycardia syndrome,3,0,24
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Tachyarrhythmia,4,0,21
AstraZ,Cardiac disorders,Rate and rhythm disorders NEC,Tachycardia,456,0,2
AstraZ,Cardiac disorders,Right ventricular failures,Right ventricular failure,1,1,46
AstraZ,Cardiac disorders,Supraventricular arrhythmias,Arrhythmia supraventricular,4,0,18
AstraZ,Cardiac disorders,Supraventricular arrhythmias,Atrial fibrillation,49,0,3
AstraZ,Cardiac disorders,Supraventricular arrhythmias,Atrial flutter,7,0,12
AstraZ,Cardiac disorders,Supraventricular arrhythmias,Sinus arrhythmia,1,0,40
AstraZ,Cardiac disorders,Supraventricular arrhythmias,Sinus tachycardia,18,0,10
AstraZ,Cardiac disorders,Supraventricular arrhythmias,Supraventricular tachycardia,5,0,15
AstraZ,Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Cardiac arrest,33,13,4
AstraZ,Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular arrhythmia,1,0,44
AstraZ,Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular extrasystoles,1,0,47
AstraZ,Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular fibrillation,1,0,49
AstraZ,Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular tachycardia,4,0,19
AstraZ,Congenital disorders,Cardiac septal defects congenital,Hypertrophic cardiomyopathy,1,0,4
AstraZ,Congenital disorders,Cerebellar disorders congenital,Arnold-Chiari malformation,1,0,6
AstraZ,Congenital disorders,Cerebral disorders congenital,Cerebral palsy,3,0,2
AstraZ,Congenital disorders,Musculoskeletal disorders congenital NEC,Congenital multiplex arthrogryposis,1,0,5
AstraZ,Congenital disorders,Neurological disorders congenital NEC,Familial periodic paralysis,1,0,7
AstraZ,Congenital disorders,Pancreatic disorders congenital,Hereditary pancreatitis,1,0,8
AstraZ,Congenital disorders,Peripheral nervous system disorders congenital NEC,Paroxysmal extreme pain disorder,5,0,1
AstraZ,Congenital disorders,Pulmonary and bronchial disorders congenital,Cystic fibrosis,3,0,3
AstraZ,Ear disorders,Ear disorders NEC,Ear discomfort,14,0,10
AstraZ,Ear disorders,Ear disorders NEC,Ear haemorrhage,2,0,18
AstraZ,Ear disorders,Ear disorders NEC,Ear pain,453,0,1
AstraZ,Ear disorders,Ear disorders NEC,Ear swelling,14,0,9
AstraZ,Ear disorders,External ear disorders NEC,Excessive cerumen production,1,0,24
AstraZ,Ear disorders,External ear disorders NEC,External ear pain,2,0,16
AstraZ,Ear disorders,External ear disorders NEC,Red ear syndrome,1,0,21
AstraZ,Ear disorders,Hearing disorders NEC,Auditory disorder,1,0,22
AstraZ,Ear disorders,Hearing losses,Deafness,30,0,5
AstraZ,Ear disorders,Hearing losses,Deafness bilateral,1,0,19
AstraZ,Ear disorders,Hearing losses,Deafness transitory,2,0,15
AstraZ,Ear disorders,Hearing losses,Deafness unilateral,4,0,12
AstraZ,Ear disorders,Hearing losses,Hypoacusis,30,0,4
AstraZ,Ear disorders,Hearing losses,Sudden hearing loss,6,0,11
AstraZ,Ear disorders,Hyperacusia,Hyperacusis,19,0,6
AstraZ,Ear disorders,Inner ear disorders NEC,Inner ear disorder,2,0,17
AstraZ,Ear disorders,Inner ear disorders NEC,Meniere's disease,3,0,14
AstraZ,Ear disorders,Inner ear disorders NEC,Vestibular disorder,1,0,23
AstraZ,Ear disorders,Inner ear infections and inflammations,Inner ear inflammation,1,0,20
AstraZ,Ear disorders,Inner ear signs and symptoms,Motion sickness,17,0,7
AstraZ,Ear disorders,Inner ear signs and symptoms,Tinnitus,320,0,2
AstraZ,Ear disorders,Inner ear signs and symptoms,Vertigo,274,0,3
AstraZ,Ear disorders,Inner ear signs and symptoms,Vertigo labyrinthine,3,0,13
AstraZ,Ear disorders,Inner ear signs and symptoms,Vertigo positional,16,0,8
AstraZ,Endocrine disorders,Acute and chronic thyroiditis,Thyroiditis,1,0,6
AstraZ,Endocrine disorders,Adrenal cortical hypofunctions,Adrenal insufficiency,7,0,3
AstraZ,Endocrine disorders,Adrenal cortical hypofunctions,Adrenocortical insufficiency acute,16,0,1
AstraZ,Endocrine disorders,Adrenal cortical hypofunctions,Glucocorticoid deficiency,1,0,7
AstraZ,Endocrine disorders,Posterior pituitary disorders,Diabetes insipidus,3,0,4
AstraZ,Endocrine disorders,Thyroid disorders NEC,Thyroid pain,1,0,5
AstraZ,Endocrine disorders,Thyroid hypofunction disorders,Hypothyroidism,7,0,2
AstraZ,Eye disorders,Amblyopic vision impairment,Amblyopia,1,0,59
AstraZ,Eye disorders,Cataract conditions,Cataract,2,0,52
AstraZ,Eye disorders,Choroid and vitreous haemorrhages and vascular disorders,Vitreous haemorrhage,1,0,64
AstraZ,Eye disorders,"Choroid and vitreous structural change, deposit and degeneration",Vitreous detachment,2,0,41
AstraZ,Eye disorders,"Choroid and vitreous structural change, deposit and degeneration",Vitreous floaters,9,0,18
AstraZ,Eye disorders,Colour blindness (incl acquired),Dyschromatopsia,2,0,48
AstraZ,Eye disorders,Conjunctival and corneal bleeding and vascular disorders,Conjunctival haemorrhage,3,0,34
AstraZ,Eye disorders,Eyelid movement disorders,Blepharospasm,8,0,19
AstraZ,Eye disorders,Eyelid movement disorders,Eyelid ptosis,5,0,25
AstraZ,Eye disorders,"Iris and ciliary body structural change, deposit and degeneration",Eye colour change,3,0,35
AstraZ,Eye disorders,"Iris and uveal tract infections, irritations and inflammations",Iritis,1,0,60
AstraZ,Eye disorders,"Iris and uveal tract infections, irritations and inflammations",Uveitis,2,0,37
AstraZ,Eye disorders,Lacrimation disorders,Dry eye,44,0,10
AstraZ,Eye disorders,Lacrimation disorders,Lacrimation increased,38,0,13
AstraZ,Eye disorders,Lid bleeding and vascular disorders,Eyelid bleeding,1,0,53
AstraZ,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",Blepharitis,1,0,65
AstraZ,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",Erythema of eyelid,2,0,42
AstraZ,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",Eyelid oedema,2,0,39
AstraZ,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",Swelling of eyelid,12,0,16
AstraZ,Eye disorders,Ocular bleeding and vascular disorders NEC,Eye haemorrhage,2,0,40
AstraZ,Eye disorders,Ocular disorders NEC,Eye disorder,2,0,36
AstraZ,Eye disorders,Ocular disorders NEC,Eye oedema,2,0,44
AstraZ,Eye disorders,Ocular disorders NEC,Eye pain,794,0,1
AstraZ,Eye disorders,Ocular disorders NEC,Eye swelling,108,0,4
AstraZ,Eye disorders,Ocular disorders NEC,Eye symptom,1,0,54
AstraZ,Eye disorders,Ocular disorders NEC,Ocular discomfort,7,0,21
AstraZ,Eye disorders,Ocular disorders NEC,Periorbital oedema,6,0,22
AstraZ,Eye disorders,Ocular disorders NEC,Periorbital pain,2,0,43
AstraZ,Eye disorders,Ocular disorders NEC,Periorbital swelling,21,0,15
AstraZ,Eye disorders,"Ocular infections, inflammations and associated manifestations",Eye allergy,6,0,23
AstraZ,Eye disorders,"Ocular infections, inflammations and associated manifestations",Eye discharge,5,0,24
AstraZ,Eye disorders,"Ocular infections, inflammations and associated manifestations",Eye inflammation,4,0,30
AstraZ,Eye disorders,"Ocular infections, inflammations and associated manifestations",Eye irritation,42,0,11
AstraZ,Eye disorders,"Ocular infections, inflammations and associated manifestations",Eye pruritus,62,0,6
AstraZ,Eye disorders,"Ocular infections, inflammations and associated manifestations",Ocular hyperaemia,57,0,9
AstraZ,Eye disorders,Ocular nerve and muscle disorders,Extraocular muscle paresis,4,0,29
AstraZ,Eye disorders,Ocular nerve and muscle disorders,Eye movement disorder,7,0,20
AstraZ,Eye disorders,Ocular sensation disorders,Abnormal sensation in eye,4,0,28
AstraZ,Eye disorders,Ocular sensation disorders,Asthenopia,60,0,7
AstraZ,Eye disorders,Ocular sensation disorders,Eyelid sensory disorder,2,0,50
AstraZ,Eye disorders,Ocular sensation disorders,Foreign body sensation in eyes,10,0,17
AstraZ,Eye disorders,Ocular sensation disorders,Hypoaesthesia eye,3,0,33
AstraZ,Eye disorders,Ocular sensation disorders,Photophobia,261,0,3
AstraZ,Eye disorders,Pupil disorders,Miosis,2,0,38
AstraZ,Eye disorders,Pupil disorders,Mydriasis,5,0,27
AstraZ,Eye disorders,Pupil disorders,Pupils unequal,2,0,46
AstraZ,Eye disorders,Refractive and accommodative disorders,Hypermetropia,1,0,58
AstraZ,Eye disorders,Retinal bleeding and vascular disorders (excl retinopathy),Retinal aneurysm,1,0,63
AstraZ,Eye disorders,Retinal bleeding and vascular disorders (excl retinopathy),Retinal vascular thrombosis,1,0,71
AstraZ,Eye disorders,"Retinal structural change, deposit and degeneration",Macular detachment,1,0,55
AstraZ,Eye disorders,"Retinal structural change, deposit and degeneration",Neovascular age-related macular degeneration,2,0,45
AstraZ,Eye disorders,"Retinal structural change, deposit and degeneration",Vitreoretinal traction syndrome,1,0,61
AstraZ,Eye disorders,Retinopathies NEC,Acute macular outer retinopathy,1,0,67
AstraZ,Eye disorders,"Scleral infections, irritations and inflammations",Episcleritis,2,0,47
AstraZ,Eye disorders,"Structural change, deposit and degeneration of eye NEC",Endocrine ophthalmopathy,1,0,56
AstraZ,Eye disorders,Visual colour distortions,Chromatopsia,1,0,62
AstraZ,Eye disorders,Visual colour distortions,Xanthopsia,1,0,66
AstraZ,Eye disorders,Visual disorders NEC,Diplopia,40,0,12
AstraZ,Eye disorders,Visual disorders NEC,Halo vision,3,0,31
AstraZ,Eye disorders,Visual disorders NEC,Metamorphopsia,5,0,26
AstraZ,Eye disorders,Visual disorders NEC,Photopsia,58,0,8
AstraZ,Eye disorders,Visual disorders NEC,Vision blurred,282,0,2
AstraZ,Eye disorders,Visual disorders NEC,Visual brightness,1,0,68
AstraZ,Eye disorders,Visual disorders NEC,Visual snow syndrome,1,0,57
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Amaurosis fugax,1,0,70
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness,28,0,14
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness transient,2,0,49
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Night blindness,2,0,51
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Sudden visual loss,1,0,69
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Visual acuity reduced,3,0,32
AstraZ,Eye disorders,Visual impairment and blindness (excl colour blindness),Visual impairment,90,0,5
AstraZ,Gastrointestinal disorders,Abdominal findings abnormal,Abdominal mass,1,0,124
AstraZ,Gastrointestinal disorders,Abdominal findings abnormal,Gastrointestinal sounds abnormal,2,0,109
AstraZ,Gastrointestinal disorders,Acute and chronic pancreatitis,Obstructive pancreatitis,1,1,116
AstraZ,Gastrointestinal disorders,Acute and chronic pancreatitis,Pancreatitis,9,0,44
AstraZ,Gastrointestinal disorders,Acute and chronic pancreatitis,Pancreatitis acute,2,0,101
AstraZ,Gastrointestinal disorders,Anal and rectal pains,Proctalgia,1,0,119
AstraZ,Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal hypoaesthesia,2,0,99
AstraZ,Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal pruritus,1,0,135
AstraZ,Gastrointestinal disorders,Anal and rectal signs and symptoms,Anorectal discomfort,1,0,160
AstraZ,Gastrointestinal disorders,Benign oral cavity neoplasms,Mouth cyst,1,0,148
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Autoimmune colitis,1,0,157
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Colitis,4,0,85
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Colitis ischaemic,1,0,127
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Colitis microscopic,1,0,122
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Colitis ulcerative,19,0,30
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Crohn's disease,16,0,33
AstraZ,Gastrointestinal disorders,Colitis (excl infective),Terminal ileitis,1,0,130
AstraZ,Gastrointestinal disorders,Dental disorders NEC,Teething,6,0,64
AstraZ,Gastrointestinal disorders,Dental pain and sensation disorders,Dental discomfort,2,0,103
AstraZ,Gastrointestinal disorders,Dental pain and sensation disorders,Dental paraesthesia,2,0,104
AstraZ,Gastrointestinal disorders,Dental pain and sensation disorders,Hyperaesthesia teeth,7,0,58
AstraZ,Gastrointestinal disorders,Dental pain and sensation disorders,Toothache,76,0,19
AstraZ,Gastrointestinal disorders,Dental surface disorders,Tooth discolouration,1,0,151
AstraZ,Gastrointestinal disorders,Diarrhoea (excl infective),Diarrhoea,2517,0,3
AstraZ,Gastrointestinal disorders,Diarrhoea (excl infective),Diarrhoea haemorrhagic,7,0,54
AstraZ,Gastrointestinal disorders,Duodenal ulcers and perforation,Duodenal ulcer,1,0,158
AstraZ,Gastrointestinal disorders,Dyspeptic signs and symptoms,Dyspepsia,197,0,10
AstraZ,Gastrointestinal disorders,Dyspeptic signs and symptoms,Epigastric discomfort,6,0,66
AstraZ,Gastrointestinal disorders,Dyspeptic signs and symptoms,Eructation,20,0,29
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Abnormal faeces,5,0,70
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Faecaloma,1,0,147
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Faeces discoloured,5,0,69
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Faeces hard,1,0,123
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Faeces pale,1,0,145
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Faeces soft,4,0,76
AstraZ,Gastrointestinal disorders,Faecal abnormalities NEC,Mucous stools,2,0,114
AstraZ,Gastrointestinal disorders,"Flatulence, bloating and distension",Abdominal distension,73,0,20
AstraZ,Gastrointestinal disorders,"Flatulence, bloating and distension",Flatulence,89,0,15
AstraZ,Gastrointestinal disorders,Gastric and oesophageal haemorrhages,Gastric haemorrhage,1,0,118
AstraZ,Gastrointestinal disorders,Gastric ulcers and perforation,Gastric ulcer,3,0,89
AstraZ,Gastrointestinal disorders,Gastric ulcers and perforation,Gastric ulcer perforation,1,0,152
AstraZ,Gastrointestinal disorders,Gastritis (excl infective),Chronic gastritis,1,0,156
AstraZ,Gastrointestinal disorders,Gastritis (excl infective),Gastritis,15,0,35
AstraZ,Gastrointestinal disorders,Gastritis (excl infective),Reflux gastritis,3,0,90
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal pain,1158,0,5
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal pain lower,51,0,22
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal pain upper,1212,0,4
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal rigidity,14,0,37
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal tenderness,5,0,71
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Gastrointestinal pain,80,0,17
AstraZ,Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Oesophageal pain,2,0,112
AstraZ,Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Constipation,79,0,18
AstraZ,Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Gastric dilatation,3,0,92
AstraZ,Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Gastrooesophageal reflux disease,44,0,24
AstraZ,Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Infrequent bowel movements,1,0,131
AstraZ,Gastrointestinal disorders,Gastrointestinal disorders NEC,Functional gastrointestinal disorder,4,0,79
AstraZ,Gastrointestinal disorders,Gastrointestinal disorders NEC,Gastric disorder,4,0,81
AstraZ,Gastrointestinal disorders,Gastrointestinal disorders NEC,Gastrointestinal disorder,7,0,57
AstraZ,Gastrointestinal disorders,Gastrointestinal disorders NEC,Neurogenic bowel,1,0,129
AstraZ,Gastrointestinal disorders,Gastrointestinal dyskinetic disorders,Change of bowel habit,3,0,91
AstraZ,Gastrointestinal disorders,Gastrointestinal dyskinetic disorders,Dyschezia,1,0,166
AstraZ,Gastrointestinal disorders,Gastrointestinal dyskinetic disorders,Oesophageal achalasia,1,0,134
AstraZ,Gastrointestinal disorders,Gastrointestinal inflammatory disorders NEC,Gastrointestinal tract irritation,1,0,165
AstraZ,Gastrointestinal disorders,Gastrointestinal signs and symptoms NEC,Abdominal discomfort,374,0,6
AstraZ,Gastrointestinal disorders,Gastrointestinal signs and symptoms NEC,Abdominal symptom,2,0,113
AstraZ,Gastrointestinal disorders,Gastrointestinal signs and symptoms NEC,Acute abdomen,5,0,68
AstraZ,Gastrointestinal disorders,Gastrointestinal signs and symptoms NEC,Anal incontinence,8,0,52
AstraZ,Gastrointestinal disorders,Gastrointestinal signs and symptoms NEC,Breath odour,5,0,73
AstraZ,Gastrointestinal disorders,Gastrointestinal signs and symptoms NEC,Dysphagia,42,1,26
AstraZ,Gastrointestinal disorders,Gastrointestinal spastic and hypermotility disorders,Defaecation urgency,6,0,67
AstraZ,Gastrointestinal disorders,Gastrointestinal spastic and hypermotility disorders,Frequent bowel movements,9,0,46
AstraZ,Gastrointestinal disorders,Gastrointestinal spastic and hypermotility disorders,Irritable bowel syndrome,21,0,28
AstraZ,Gastrointestinal disorders,Gastrointestinal spastic and hypermotility disorders,Oesophageal spasm,1,0,146
AstraZ,Gastrointestinal disorders,Gastrointestinal stenosis and obstruction NEC,Intestinal obstruction,1,0,121
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival blister,7,0,59
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival discomfort,1,0,133
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival disorder,4,0,78
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival oedema,1,0,150
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival pain,46,0,23
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival pruritus,1,0,149
AstraZ,Gastrointestinal disorders,"Gingival disorders, signs and symptoms NEC",Gingival swelling,11,0,40
